answer_id,answer_body,answer_vote,question_id
7520888,"
You set hs after calling BuildMaxHeap. Switch those two lines.
",6,7520133
7536522,"
When I implemented my own heapsort, I had to be extra careful about the indices; if you index from 0, children are 2x+1 and 2x+2, when you index from 1, children are 2x and 2x+1. There were a lot of silent problems because of that. Also, every operation needs a single well-written siftDown function, that is vital.
Open up Wikipedia at the Heapsort and Binary heap articles and try to rewrite it more cleanly, following terminology and notation where possible. Here is my implementation as well, perhaps it can help.
Hmmm now that I checked your code better, are you sure your siftDown/heapify function restricts sifting to the current size of the heap?
Edit: Found the problem! You do not initialize hs to n before calling BuildMaxHeap().
",1,7520133
7520524,"
I suspect it's because you're 1-basing the array. There's probably a case where you're accidentally 0-basing it but I can't spot it in the code offhand.
",0,7520133
43912761,"
Here's an example if it helps.
",0,7520133
53579343,"
",0,7520133
7465693,"
You probably want to use the STL libabry and declare the argument as 
std::vector< std::string >
then the sort function will work directly, like this
",2,7465647
7465688,"
If you are sorting string objects then there's a lot of problems. The code you wrote sorts characters. This:
is an array of characters. These:
are arrays of strings. You will have to change your function appropriately with either of these.
",0,7465647
7446778,"
Because you sort the pointer values, not the Nodes they point to.
You can use the third argument of the std::sort algorithm to specify a custom comparator.
For example :
(note that this code is just an indication - you'll have to add extra safety checks where needed)
",18,7446743
7446790,"
Your less-than operator takes const Node& arguments, but your vector is sorting Node*s. You need to specify a comparison function as the third parameter to std::sort.
Also, your operator< needs to be declared const.
",11,7446743
7446783,"
Your operator<() operates on references to Node objects; but the vector contains pointers to Node objects, which can't be compared with that function. You'll have to explicitly supply a proper function (one that accepts pointers as arguments) to the sort() algorithm.
",6,7446743
7438932,"
The Problem is that in this line:
it doesn't compare string characters, but rather compares memory adresses.
If you still want to use char arrays, you have to use the strcmp function. However, I recommed that you use string instead.
",1,7438909
7438964,"
The problem is this line:
The line compares the pointers, it does not compare the contents.
It should be:
Another alternative is to use std::string instead, which has built-in comparisons. For example:
",0,7438909
7434409,"
It depends on how you want your elements to be sorted:

Sort as pairs, keyed on a: (1,12), (3,2), (5,8), (10,4)
Sort as pairs, keyed on b: (3,2), (10,4), ...
Sort as pairs lexicographically: same as sorting on a, since there are no repeated values for a.

In case (1) you use compare1, in case (2) you use compare2. (For case (3) you would have to write another predicate, or just use std::pair<int,int>.)

Case 4: If you want the values of a and b sorted separately and destroy the pairing, then you need to put the values into separate vectors of ints and sort those individually:
There is no way around this. A container of Entry objects can only move elements around as a whole.
",3,7434344
7434714,"
I think you are confusing what sort does. It does not hort the members that you use in the comparison function, but rather the whole objects. In your case that means that the because you initialized one object with value pair (5,8), there will always be an element in the vector that is (5,8). 
Sorting the array by the first member means that it move to the second to last position (5 being the second to last biggest first element), and sorting by the second element will move the object to, well in this case also the second to last position, but that will only move the object in the container, it will always be (5,8).
",1,7434344
7434402,"
If you want both to impact the comparison, include both in the check (i.e. compare) function. Else, it's either one or the other. If you need to have different ""views"", you need a smarter container (such as boost::multi_index)
",0,7434344
7433248,"
Your program is recursive, probably the first recursive bubblesort I've ever seen :-)
Recursive implies that the function doesn't return until the work is done, instead each time sort() is called an extra call is pushed onto the stack.  And after a number of recursive calls the stack is full and overflows.
So, get rid of the recursion, it's not useful here, just use a loop.
Regarding the variables that get negative values, start by getting rid of the static modifier on mySwaps, myTime and myCompare as it inhibits their correct initialization on each test run.
",2,7433140
7372163,"
The third argument is called a predicate. You can think of a predicate as a function that takes a number of arguments and returns true or false.
So for example, here is a predicate that tells you whether an integer is odd:
The function above takes one argument, so you could call it a unary predicate. If it took two arguments instead, you would call it a binary predicate. Here is a binary predicate that tells you if its first argument is greater than the second:
Predicates are commonly used by very general-use functions to allow the caller of the function to specify how the function should behave by writing their own code (when used in this manner, a predicate is a specialized form of callback). For example, consider the sort function when it has to sort a list of integers. What if we wanted it to sort all odd numbers before all even ones? We don't want to be forced to write a new sort function each time that we want to change the sort order, because the mechanics (the algorithm) of the sort is clearly not related to the specifics (in what order we want it to sort).
So let's give sort a predicate of our own to make it sort in reverse:
Now this would sort in reverse order:
The way this works is that sort internally compares pairs of integers to decide which one should go before the other. For such a pair x and y, it does this by calling isLarger(x, y).
So at this point you know what a predicate is, where you might use it, and how to create your own. But what does greater<int> mean?
greater<T> is a binary predicate that tells if its first argument is greater than the second. It is also a templated struct, which means it has many different forms based on the type of its arguments. This type needs to be specified, so greater<int> is the template specialization for type int (read more on C++ templates if you feel the need).
So if greater<T> is a struct, how can it also be a predicate? Didn't we say that predicates are functions?
Well, greater<T> is a function in the sense that it is callable: it defines the operator bool operator()(const T& x, const T& y) const;, which makes writing this legal:
Objects of class type (or structs, which is pretty much the same in C++) which are callable are called function objects or functors.
",24,7372132
7372149,"
There is a class template called greater which needs a type argument. So you provide int as one. It became greater<int> and you create an instance of this class and pass it to the function as third argument.
Such an object is called function object or simply functor in C++, as the class overloads () operator. It's a callable entity. Its like this:
If you create an instance of greater<int> and, say, the object is g, then you can write g(100,200) which evaluates to a boolean value, as the expression g(100,200) calls operator(), passing 100 as first argument and 200 as second argument, and operator() compares them and return either true or false.
Output:
Online demo : http://ideone.com/1HKfC
",6,7372132
7372180,"
A binary predicate is any function/object that receives two objects (hence binary) and returns a bool (hence predicate); the idea is that it evaluates if the two objects satisfy some particular condition - in the example, if one is greater than the other.
You can create a predicate either by just defining a function with the correct signature
and passing the name of the function as the argument (this will result in passing a function pointer), or creating a function object (a functor), i.e. an object which overloads the function call operator and thus can be used as a function; the std::greater<T> type is a template functor, and in your snippet a temporary object of type std::greater<int> is created and passed to the std::sort algorithm.
Functors have several advantages over functions, especially when they have to be passed as arguments, have a look here for more information about this.
",2,7372132
7372156,"
See comp in http://www.cplusplus.com/reference/algorithm/sort/
It is the function that does the comparison.
",1,7372132
7348347,"
Yes, you can use std::sort and tell it to use a custom comparison object, like this:
The code for the FileNameModificationDateComparator class (feel free to use a shorter name):
stat struct definition here, just in case.
Warning: I didn't check this code
",0,7337651
7330119,"
you can create a class ABC, which will hold 3 fields: int a, int b, char c.
implement the operator< for this class, and create a ABC[] of the approppriate size and populate it such that ABC[i] = ABC(a[i],b[i],c[i]).
implement the operator< so it will compare only a, and use sort on the ABC array.
after done sorting, you have all your elements in the desired order, just iterate the ABC array and populate the other arrays.
EDIT: 
simplified [and hard coded] code sample:
works good for me on codepad: http://codepad.org/eCyNkyqR
",3,7330063
7330246,"
It's not exactly what you need, but you can achieve similar results by using std::map and std::sort:
",0,7330063
7303693,"
Instead of using two arrays, can you use an array of pairs and then sort THAT using a special comparison functor rather than the default less-than operator?
",1,7303572
7303721,"
The simplest way is to rearrange your data into an array-of-structs instead of a pair of arrays so that each datum is contiguous; then, you can use an appropriate comparator.  For example:
If you can't refactor your data like that, then you need to define a custom class that acts as a RandomAccessIterator:
",0,7303572
7303804,"
Generate an array the same size as the original, containing the indexes into the array: {0, 1, 2, 3}. Now use a custom comparator functor that compares the elements in an associated array rather than the indexes themselves.
Once you have a sorted list of indices, you can apply it to the original array a, or any other b array you want.
",0,7303572
7232335,"
When you're using redirection on the command line, argv does not contain the redirection. Instead, the specified file simply becomes your stdin/cin. So you don't need to (and shouldn't try to) open it explicitly -- just read from the standard input, as you would read from the terminal when input isn't redirected.
",5,7232297
7232324,"
Since you are piping the file on the stdin, you don't have the file name on argv[1], just read the stdin as the user was typing at the console, for example using cin:
",3,7232297
7233411,"
The other answers are completely correct, but here's the rewritten code to claify:
",2,7232297
7234703,"
As everyone has stated, use std::cin directly -- you don't need to open the input file, your shell has already done that for you.
But, please, please, please, don't use cin.eof() to test to see if you have reached the end of your input. If your input is flawed, your program will hang. Even if your input isn't flawed, your program may (but won't necessarily) run the loop one extra time.
Try this loop instead:
Or, add robustness by using std::vector which will automatically grow:
Or, use generic algorithms:
",1,7232297
7184958,"
You can sort anything you want using existing C++ sorting routine ""sort"", by just defining your own comparison function, For eg in your case
where mycomp is
",6,7184943
7184996,"
If you want to create a lexicographic tuple comparator using a scalar comparator, simply compare the last pair of components that is not equal. Something like this:
",2,7184943
8770412,"
I'm not sure what you're having trouble with, but if you'd tried to compile this code, you'd have found that
is illegal: you can't have a const qualifier on a freestanding function. Also, operator< is a binary operator, so it should take two arguments, both of type const firefly &.
You can also implement operator< as a member function, as you suggest yourself, but then drop the friend declaration.
Apart from that, there's nothing wrong with your code, except maybe that sorting a vector of entirely equal elements is a waste of time.
",0,8770383
8770892,"
Excuse me but why you choose vector+customized sorting rather than set/map with a customized comparator?
Normally, we use vector mostly due to a requirement on random access its elements via index. If that's not the case and especially in your case, you need a sorted vector, I'd suggest the set/map.
",0,8770383
8770920,"
For the second question you will have to pass the overloaded function to sort as an argument
sort (myvector.begin()+4, myvector.end(), myfunction);
",-2,8770383
8692997,"

(i.e. this would require me to swap two objects without deep-copying
  them -- is this possible in C++03 and earlier? How about later?)

std::swap is a Standard function. All Standard types provide a swap operation as a member function. swap is very common and necessary for all kinds of algorithms. The Standard std::sort will use swap to swap the nodes, so you don't have to deepcopy. You merely need to implement swap().
",3,8692066
8692989,"
Although I think in silico is correct (i.e. std::vector<T> can't be a member of T because T is incomplete), let's ignore this for now. Instead, I guess your question is about how to move the object: as is, 
(with a suitable predicate) would exchange the positions of two nodes by std::swap()ing them. This would create a deep copy and two deep copying assignments. The easy fix is to make std::sort() use a custom swap function which just swaps the children vectors:
In general, for value types using allocation (directly or indirectly) you probably want to implement a swap() function. Since it isn't needed for the correct behavior it is something often added later to get better performance.
",1,8692066
8692985,"
You can recursively traverse the tree and use std::sort() on each node to reorder the nodes. See the sort() method I have added to node.
This will, however, do lots of copy operations. So you will probably need to change the structure of node to contain by reference rather than by value its children. That is adjust the typedef of storage_t to be either node* or some shared pointer based on what suits the rest of your program. You will also need to change the line (*i).sort() to (*i)->sort().
",-2,8692066
8687453,"
Sorting, sorting, sorting! Otherwise you'll get an O(N2) algorithm. Not good. But you don't have to sort the files, instead construct a sorted index to the files array as follows:
Here file_type is your struct describing a file.
",3,8687387
8687446,"
You are correct that you'd be better off sorting your offsets first, but the specific bug in your algorithm is how you initialize current_offset.  Just outside the for (j ... loop you need to set it to ""infinity"", or some offset value so high that it will not prevent the first j that passes the last_offset test from becoming current.
",1,8687387
8662046,"
Any RDBMS, i.e. PostgreSQL, MySQL etc. Any spell checker, though searching there is rather different and is based on string similarity algorithms (like Levenstein distance). There are also open-source search engines. They do all sort of things - similarity, semantics analysis, data collection, search etcetera. Some of the interesting C++ projects in this regard is Google's Spare Hash - a collection of amazing hash tables. In other words - sorting and searching is everywhere.
",4,8662008
8662106,"
One interview question i was given was about a data structure of names, such as a phone book.
Which would be the best data structure, and which sorting & searching methods would be best if: 

You commonly search for one name at a time...or,
You commonly print out all the names in a row...or,
You commonly search for names when you don't know the full name, such as only first, or only last
etc.

",2,8662008
8661098,"
Why use a custom linked list when the standard library has an std::list template class? Replace your struct with
Stick these in an std::list<WordCounter> and use its sort member function.
",0,8661065
8661127,"
It would depend on many things. I am assuming you have a task that requires you to implement the sort by yourself.

The size of the linked list. Insertionsort fares well with linked lists of moderate size. Otherwise quicksort should do the trick.
The distributions of ""word_count"" which I am assuming you are sorting on.
The requirements for your task. Is standard sorting i.e. std::sort acceptable?

For the problem I am reading between the lines a std::map pair< word_count, word> > would be the c++ way to go.
Or quite possibly an insertion sort if this is a school project, and you have not still covered Quicksort.
The most relevant response to your question is ""What have you tried?"", this is not an easy task. You have both the linked list concepts as well as the sorting concepts to sort out and get a hang of. 
",0,8661065
8677096,"
Well, vector has a resize method that will allow you to basically preset the vector's size before inserting data. Then from there you'll be able to use the operator[] to insert data at the appropriate spaces.
As a side note, I personally would not use STL if I'm working on this project/homework.
",3,8649356
8640833,"
Ordinarily a queue is sorted by insertion order - items are sorted by the order in which they were inserted into the queue. It appears you want to break that essential quality of a queue.
I'm only going to cover merge sorting with this answer. Hopefully others will cover the other algorithms or you can derive them yourself.
A single linked list can be treated as a list of lists simply by knowing when one list ends and another begins. For a merge sort you need to start with sorted lists - if each list has a length of 1, it is sorted simply because no other order is possible. Merging two linked lists into one is easy - you take the smallest item from each of two lists and link it into a new list, until both lists are exhausted. So for the first pass, you break the list into sublists of length 1, and combine them into sublists of length 2. The second pass you merge the sublists of length 2 into sublists of length 4. Each pass doubles the size of the sorted sublists. You're finished when the size of the sorted sublist is greater or equal to the size of your entire list.
",0,8638887
8627633,"
Have a look at sorting networks.
A few links:
http://en.wikipedia.org/wiki/Sorting_network
http://www.cs.uky.edu/~lewis/essays/algorithms/sortnets/sort-net.html
Fastest sort of fixed length 6 int array
",5,8627177
8627217,"
Did you profile your application and this turn out to be a bottleneck? Or are you trying to overoptimize?
Bubblesort can work very well, too. In particular, when your data is already sorted, it actually is optimal and will beat any textbook merge or heap sort. Unless you give the full constraints (cost of swapping elements, stability requirements, in-place or not...) nobody can answer this fully.
Anyway, for four elements it is rather obvious how to implement an efficient merge sort inline.
For odd (non-power of 2) sizes I belive that backwards insertion sort is a common optimization. Have a look at Javas sorting implementation. I believe it has such a small array optimization already. Did you check that the sort routine you would have called doesn't already do this kind of optimizations?
",6,8627177
8627388,"
All answers to optimization questions must be prefaced by the warning that you should profile and only optimize bottlenecks, so: be sure to do that.
In the spirit of C/C++ I will now trust you to have done so and answer the question you have asked.
You determine the answer to your question by iteratively profiling.
Write template <int N> inline void sort_n(int * list) whose default implementation uses an std lib sort. Use this template whenever appropriate in your code. Then write a template specializations for the smallest N case for which you do not already have a specialization. After writing this specialization, profile your program and see if you made a significant performance gain. If you make a performance gain which you judge significant, repeat. Once you write a specialization and don't get much out of it, stop.
",4,8627177
8627268,"
For any reasonable number of items, you will always get a performance benefit from coding up the comparisons explicitly. However, sorting so few items takes so little time that it rarely matters what method you use anyway.
The threshold where you won't get any performance benefit is when you get so much code that it won't fit in the CPU cache any more, so where the threshold is will differ depending on which CPU you are running it on.
You should also consider how you would test such code. The more code you have, the harder it will be to verify that it's bug free.
",2,8627177
8627195,"
You'll need to do some profiling of your application first to determine if doing this optimization is worth your time. I suspect it will not be. The standard library (or boost) functions will almost certainly be your best bet for sorting.
",1,8627177
8627283,"
Insertion sort and bubble sort are generally used for small data.
I believe insertion sort is preferred, citing these 2 wikipedia texts:

quicksort implementations use insertion sort for arrays smaller than a certain threshold

And:

Bubble sort also interacts poorly with modern CPU hardware. It requires at least twice as many writes as insertion sort, twice as many cache misses, and asymptotically more branch mispredictions. Experiments by Astrachan sorting strings in Java show bubble sort to be roughly 5 times slower than insertion sort and 40% slower than selection sort.

As always, you should profile if you're really concerned with the speed. 
",1,8627177
8627234,"
I'm told that the standard library sorts have optimized cases for small n - I've never tried to verify it.
",0,8627177
8623672,"
Your first line of your milk.in:
You're going to end up looping through trying to read in 100 inputs from this file because n = 100.
If you change milk.in to:
That seems to work.
Perhaps a better idea is to just check if you're done reading input from the filestream:
",3,8623575
8623758,"
You need this loop to load  the data from the file in:
And remember to close the file.
Also, I made some minor changes to your code:
Output:
",1,8623575
8600705,"
As all tests cases, you must test normal functionality and extreme cases.
Normal functionality:
Extreme cases:
",2,8600159
8601603,"
TioPepe has listed the required test cases, which answers the first part of your question. For the second part: If you detected a bug and fixed it, QA might reject the fix if the test haven't been extended to show what you fixed. Therefore
1.) Detect the bug
2.) Write a test which fails because of the bug.
3.) Fix the bug. The test should pass. 
4.) Commit the changes.
If you omit 2.), QA should reject the change because it is not clear what you fixed. 
",2,8600159
8599043,"
Here's a theoretical way which should work. Say you've got your 2000 512mb files, ready to create one 1TB file.
If you simply loop through every file, find which one has the lowest FIRST value, then move that into your destination file, and repeat then you'll end up with everything in order. RAM usage should be tiny as you'll never need to open more than one line at a time.
Obviously you should be able to optimize this - keep the first line of every file in RAM as you go and it should be somewhat faster.
",3,8599012
8599039,"
The short version of how you merge is like this:
1) You create a table with one slot for each machine you are merging from.
2) You ask each machine for the lowest entry they have that they have not given you yet.
3) You remove the lowest-valued entry from your table, output it, and ask that machine to refill the slow with the lowest entry it has not given you yet, leaving the slot empty if the machine is out of entries.
4) You repeat step 3 until the table is empty.
This allows you to merge from N machines storing only N entries at a time. Of course, you can trivially optimize it to hold M entries from each machine. In that case, you need to store N*M entries, and when a slot is empty, ask that machine for M entries to refill it.
",6,8599012
8599055,"

Now say, i had 2000 machines each sorted 2000, 512 megs of chunk. Now
  when i merge them back, how does that work? Won't the size keep on
  increasing again? For example merging two 512 megs will make 1024Megs
  which is size of my RAM so how would this work? Any machine can't
  merge a chunk of more than 512 megs chunk with another chunk because
  then size > 1 GB.

That's not how a practical mergesort implementation works. The cool thing about mergesort (and related sort algorithms) is that you don't need to have the entire dataset in memory to make it work. When merging you only need to read into memory a tiny portion of the file at a time, which will be then written out soon later.
In other words, you don't need random access for mergesort. If it weren't for this nice property it would be impossible to sort the data on tape drives with the technology available at the time. Tape drives are of course not random access media and RAM back then were measured in kilobytes.
",4,8599012
21754386,"
This problem can be reduced to a simpler problem. This problem was designed to force you to an approach. Here it is:

Pick up chunks =~ 1GB, sort & store them as separate sorted files.
You end up with 1000 1GB sorted files on the file system.
Now, its simply a problem of merging k-sorted arrays into a new array.
Merging k-sorted arrays need you to maintain a min-heap (Priority Queue) with k elements at a time.

i.e. k = 1000 (files) in our case. ( 1GB ram can store 1000 numbers )
Therefore, keep poping elements from your priority queue and save to disk.
You will have a new file, sorted of size 1TB.
Refer: http://www.geeksforgeeks.org/merge-k-sorted-arrays/
Update
PS: Can be done on a single machine with 1 GB RAM with a better data structure
Merge can be done in less than O(N) space with Priority Queue i.e. O(K) space i.e. the heart of the problem.
",4,8599012
8599049,"
The great thing about a merge sort is that you don't need random access; sequential access will do. That's what makes it a perfect solution when the dataset won't fit in memory.
A single merge pass requires 2 (or more) inputs and produces one output. You just keep combining inputs into outputs until there is only one file left.
",1,8599012
8595230,"
Your member function should be declared as const member function as:
because the pointers which you're using in operator() are pointing to const objects of type Network.
",3,8595160
8595221,"
The compiler is warning you that Network::airtime() is ignoring the const qualifiers on n1 and n2.
The solution would be to create a ""const-correct"" version of Network::airtime() (assuming it actually doesn't modify anything).
See this answer for an example.
",5,8595160
8595308,"
Network::airtime() is not const, and so can't be called via the const Network* you have in sort_by_airtime.
If possible, the best solution is to make airtime() const; otherwise change the sort_by_airtime arguments to Network*.
",1,8595160
8581742,"
By overloading operator(), you have made EWriter a functor.
Just pass it an instance of EWriter.
If EWriter has a default constructor, you can use:
Or pass it an EWriter that already exists.
",2,8581674
8581764,"
You are overloading the parentheses operator:
}
Try with:
}
",0,8581674
8561250,"
Just define an 
and pass it to std::sort 
Or make swapTest a static function and do
std::sort( v.begin() , v.end() , &AddressManager::swapTest );
",3,8561139
8561496,"
Either make swapTest a static function, or use a lambda:
",3,8561139
8556318,"
CitySortHelper needs to take parameters by const reference, not by value. Another thing to keep in mind is that sort uses assignment operator for the City; check that your assignment operator is working correctly. Taking care of these two issues should fix the problem.
",4,8556296
8556316,"
Change your sort helper to have 
And also check that City copy constructor and assignment operator do the proper thing
",1,8556296
27748154,"
You shouldn't use std::sort() if you want to preserve order, you should use std::stable_sort(). stable_sort guarantees elements maintain their relative order, sort doesn't.
Also, it doesn't seem like sort is your problem here. It seems there are City objects getting pushed into the vector somewhere, and you aren't noticing them because you're checking on a variable for size instead of the vector's iterators. Try printing like this instead and tell us what comes out:
",1,8556296
8555475,"
There are a few basic parameters that characterize the behavior of each sorting algorithm:

average case computational complexity
worst case computational complexity
memory requirements
stability (i.e. is it a stable sort or not?)

All of these are widely documented for all commonly used sorts, and this is all the information one needs to provide an answer in the format that you want. However, since even four parameters for each sort make for a lot of things -- not all of which will be relevant -- to consider, it isn't a very good idea to try and give such a ""scripted"" answer. Furthermore, there are even more advanced concepts that could come into consideration (such as behavior when run on almost-sorted or reverse-sorted data, cache performance, resistance to maliciously constructed input), making such an answer even more lengthy and error-prone.
I suggest that you spend some time familiarizing yourself with the four basic concepts mentioned above, perhaps by visualizing how each type of sort works on simple input and reading an introductory text on sorting algorithms. Do this and soon enough you will be able to answer such questions yourself.
",6,8555439
8555452,"
For starters, take a look at this comparison table on wikipedia, the comparison criteria will give you clues on what to look for on an algorithm and its possible tradeoffs.
",1,8555439
8532361,"
Your comparator returns true when both relevant fields are equal. This is invalid, so it may well be what the sort implementation has detected via assert.
You're supposed to pass a ""less than"" predicate to sort: formally a ""strict weak order"". Anything else is undefined behavior. It seems in this case you got lucky, and the implementation detects that it has got into an impossible situation due to inconsistent comparisons.
",32,8532224
8512474,"
Seems simple enough.
Unless you meant C is supposed to be another map:
http://ideone.com/bBoXq
This requires the previous map to remain in scope longer than dest, and have no pairs removed until dest is destructed.  Otherwise src will need to have been holding smart pointers of some sort.
",2,8512330
8512759,"
You can use std::reference_wrapper, like this:
This prints:
",2,8512330
8513752,"
Sounds like you are using multiple containers to represent multiple views into the same dataset. The trouble with this approach is in keeping the containers synchronized and avoiding dangling pointer issues. Boost.MultiIndex was made for just this purpose. A boost::multi_index container stores only one copy of each element, but allows you to access the elements via several indices.
Example:
Result:

Records sorted by key:
alpha -1
bravo -3
charlie -2

Records sorted by sortFunc(const Record&):
alpha -1
charlie -2
bravo -3

",1,8512330
8512422,"
The place I'd start is to:

look at Boost::bimap
create ordering from V -> K via a comparator function object which evaluates f(V&) the way you suggested. (e.g. as in std::map<K,V,C> where C is a comparator class)

",0,8512330
8512428,"
How about, 
where compfunc is a functor which takes two shared_ptr objects and applies the logic in your function?
Excuse the formatting, not good on my phone.
",0,8512330
8512516,"
How about something like this (untested pseudo code):
",0,8512330
8477613,"
Just define your predicate in the logical way, using the major key for comparison and using the minor key as a fallback when the major is inconclusive:
or, for the general case:
",3,8469933
8480248,"
You can use std::tuple (or boost::tuple for older C++03) to do this comparison in one line:
",0,8469933
8454821,"
There are a few things here that beat me:

Why are you using an array of std::pair to emulate the behaviour of a std::map?
Why do you start indexing at 1 instead of 0?

Anyway, std::sort takes a third argument, as Max Lybbert already mentioned. That argument is a pointer to a sorting function. This one works in your case:
",3,8454757
8454793,"
I'm surprised you aren't getting a compiler error.  std::sort has no idea how to compare the elements in your array.  You need to pass that information in as std::sort's thrid argument (as a pointer to a function or as a functor).
",2,8454757
8452571,"
Side note: Your time cost is actually O(n), since the per-element insertion time is a constant (O(log 10)).
The basic idea is sound — you won't do better than O(n) in terms of cost — but rather than rolling your own heap, use std::priority_queue.
",3,8452547
8452799,"
I chose to show A1 and A1 as static arrays, but if you're getting them as int*s to heap-allocated arrays, and if it's important that the finished array be placed in L2, you can then say delete[] L2; L2 = out; after the call to semiMerge(). I chose not to do this in main because I represented A2 as a static array, while switching it out for the contents of out would require it to be a pointer to a dynamic array.
",2,8452248
8452771,"
Now that I've figured out what L1 and L2 are:
B contains [merged sorted part][unsorted A2].  Is that the correct format?  This is the algorithm you posted.  In place (like Nim) is slower, but uses less memory, so it's a trade-off.
",1,8452248
8452345,"

Copy A1 and A2 into one array
std::inplace_merge with begin, begin + L2, end

(well you didn't specify no library functions!) ;)
This sounds like a homework problem, and I normally hesitate before providing code for homework. However it looks like an example is required here:
",0,8452248
8435039,"
You are trying to pass an array of 50 strings to sort, which takes a reference to a single string.
Try declaring sort as any one of these:
If you do any of those, you won't have to change your function call at all:
But, really, just stop using raw arrays and pointers the moment you discover std::vector<> in your studies.

EDIT: 2nd bug.
For some reason, you have this code:
You have declared tmp to be one type (int), but have used it as if it were a different type (string). It doesn't make sense to say ""Assign a copy of this string inside that int.
You should declare tmp to have the appropriate type for its use.
P.s. Once you learn about std::swap(), you can dispose of the tmp variable altogether.
",2,8434883
8435054,"
You're passing an array of string (a string *) to a function expecting a string reference.  Either make the reference to name constant (which you can't do as you are modifying the original, or pass it as a pointer.
Or use a better container than a straight array.
",0,8434883
8435213,"
I do not understand the exercise, but because the name and the number are linked together, your data structure should reflect this. It would be easiest to just use std::pair.
#include<string>
#include<list>
#include<utility>

int main()
{
  typedef std::pair<std::string, int> name_and_number_t;
  std::list<name_and_number_t> names_and_numbers;

  //...
  name_and_number_t name_and_number;
  while ((infile >> name_and_number.first) && (infile >> name_and_number.second))
  {
    names_and_numbers.push_back(name_and_number);
  }
  names_and_numbers.sort();
  //...
}

I do not know enough about the rating thing. Maybe I'd go for
",0,8434883
8434323,"
Since this is homework, I'm not going to post any code, but here's an idea: 
Put your data into a std::map, and iterate over that. Iteration over a map is in order of the keys. 
",3,8434272
8434309,"
you need to do a bubble sort (http://en.wikipedia.org/wiki/Bubble_sort) and when you swap the array you're sorting on, swap the ones that are in parallel to it.  
",1,8434272
8404321,"
That's the incorrect upper bound.  You want to go from 1 to maxvalue.
This loop is also completely incorrect.  I don't know what it does, but a brief mental test shows that the first iteration sets the element of B at the index of the value of the last element in the array to the number of times it shows.  I guarantee that that is not correct.  The last loop should be something like:
As a final note, why are you playing with pointers like that?  
",5,8403814
8404155,"
Since you're using C++ anyway, why not simplify the code (dramatically) by using std::vector instead of dynamically allocated arrays (and leaking one in the process)?
Other than that, the logic you're using doesn't make sense to me. I think to get a working result, you're probably best off sitting down with a sheet of paper and working out the steps you need to use. I've left the counting part in place above, because I believe that much is correct. I don't think the rest really is. I'll even give a rather simple hint: once you've done the counting, you can generate B (your result) based only on what you have in C -- you do not need to refer back to the original array at all. The easiest way to do it will normally use a nested loop. Also note that it's probably easier to reserve the space in B and use push_back to put the data in it, rather than setting its initial size.
",1,8403814
8394590,"
I don't want to give too much away, since it's homework, so I'll move some of your code around, keeping it as close as possible, and show you why it currently won't work.
At the moment you're kind of thinking the do...while loop is some sort of double block, it's not. The code after the while(...); in your code will only be executed once, after you break out of the do...while loop, it's in no way connected. You're going to need two loops, an outer one that prompts for names, and an inner one that looks for that name in your list.
You're also not resetting friends and last after asking the user to enter another name. An easy fix is to move your declarations (which contain initialisations) inside the first loop.
This is what your code will look like after mostly rearranging it and apply the above changes:
There's two different prompts this time, so that if the user enters ""END"", the outside loop terminates immediately, rather than having to add an extra check inside the loop.
Also, as with your other question, search(friendArray, maxsize); should be search(friendArray, sub);, for the reason I told you last time - sub is a count of valid items in the array, maxsize is the capacity of the array.
NOTE: If the name doesn't exist in your list, it'll cause an infinite loop. I'll let you work that out since it's homework and I don't want to change any of your actual logic. A hint though is to think about what's actually happening - if a value doesn't exist you'll just keep incrementing and decrementing last around the area where the value should be if it existed.
Perhaps if your logic incorporated first being modified somewhere, so that the condition first <= last would fail and you'd break out of the loop...
",1,8394313
8394360,"
Your do while statement is wrong, it run this order:
And then this block:
Modify it:
",1,8394313
8392881,"
Your problem isn't necessarily that temp inside bubblesort is not a char, the problem is that array is declared as a string and not a string[].
The reason you're getting the error is because array[count+1] is of type char, and temp is of type string. std::swap expects two elements of the same type.
However, that may be the least of your problems, your code doesn't compile for quite a few reasons. Not just that but you're passing in maxsize to bubblesort at each iteration. There's a flaw in both your logic and your syntax.
EDIT: Since you're still having trouble getting the sorting to work, here's a working modification of your code:
bubblesort could also be written as: void bubblesort(std::string *array, size_t size). There's no difference in this case since, when passed to a function, arrays decay into pointers.
Since arrays are passed by reference, a pointer to the first element, any modifications made to array inside of bubblesort will actually be modifying your array in main. So that's how arrays are ""returned"".
std::vector is a good alternative to the standard array, since it automatically resizes and obviously contains the length of the internal array so that you don't have to pass the size everywhere you pass an std::vector. You can also use it the same way as a regular array.
",5,8392739
8392756,"
temp is a string, array[count] is a char (since an std::string is a vector of char elements.) I'm not sure what you're trying to do here, but the compiler is correct - you can't assign a char to a string.
You could change temp to be a char, since all you do with it is assign a char to it, and then assign it back to an element of array, which is also a char.
",4,8392739
8392761,"
You need to declare temp as char. You can use std::swap to avoid such mistakes in the future:
This would make your code compile, but it would not do what you're trying to do (bubblesort). The problem is that you are passing a single string (which is also an ""array"" of characters) instead of an array of strings, which is, in a very lose sense, ""an array of arrays of characters"". Your bubblesort needs to accept string *array as its first parameter.
",4,8392739
